medicine_name,used_for
Zinc Tablet 39,दस्त में उपयोगी और रोग प्रतिरोधक शक्ति बढ़ाता है
Iron Folic Acid 39,रक्ताल्पता (एनीमिया) में उपयोगी
Albendazole 39,पेट के कीड़ों के इलाज के लिए
Chlorpheniramine 39,"सर्दी, खांसी और एलर्जी के लिए"
Vitamin D 39,हड्डियों की मजबूती के लिए
Calcium 39,हड्डियों और दाँतों की मजबूती के लिए
Multivitamin 39,शारीरिक कमजोरी और थकान में उपयोगी
Salbutamol 39,दमा और सांस की तकलीफ में राहत
Betadine 39,घावों को साफ़ करने के लिए
Domperidone 39,उल्टी और मतली में राहत के लिए
Diclofenac 39,दर्द और सूजन में उपयोगी
Paracetamol 40,बुखार और हल्के दर्द में उपयोगी
Amoxicillin 40,जीवाणु संक्रमण के इलाज में उपयोगी
